	NC_018052	NC_014288	NC_024102	NC_022729	NC_028341	NC_024110	NC_023455	NC_022732	NC_023361	NC_026208	NC_026696	NC_022821	NC_002012	NC_017882	NC_026210	NC_024862	NC_030254	NC_030328	NC_023521	NC_022193	NC_025954	NC_026871	NC_030216	NC_022841	NC_021963	NC_003137	NC_028537	NC_023948	NC_023266	NC_028337	NC_028344	NC_007173	NC_024059	NC_024599	NC_024937	NC_024276	NC_022148	NC_030271	NC_026774	NC_024570	NC_014284	NC_030189	NC_024284	NC_023505	NC_025942	NC_028339	NC_000893	NC_029324	NC_021443	NC_026307	NC_022822	NC_022691	NC_026216	NC_025778	NC_025512	NC_023951	NC_029493	NC_020611	NC_000890	NC_025520	NC_001950	NC_028343	NC_029843	NC_023525	NC_022679	NC_024596	NC_021442	NC_025578	NC_022415	NC_022819	NC_027182	NC_029399	NC_029480	NC_021132	NC_023808	NC_023527	NC_023116	NC_028325	NC_022735	NC_027497	NC_028338	NC_022731	NC_022837	NC_027521	NC_014292	NC_021615	NC_003136	NC_016429	NC_028342	NC_024101	NC_023944	NC_026287	NC_021768	NC_024055	NC_007230	NC_022730	NC_022733	NC_014281	NC_025498	NC_027081	NC_019641	NC_023522	NC_027649	NC_016686	NC_028340	NC_029400	NC_030215	NC_028508	NC_025328	NC_024269	NC_022734	NC_023520	NC_026285
NC_026696	0	0	0	0	0	0	0	0	0	0	0	0	47	43	0	25	0	0	33	38	0	33	41	0	0	45	47	26	41	33	33	0	43	0	0	39	53	0	40	0	0	42	32	0	0	35	0	0	39	42	41	37	50	35	0	0	51	23	45	23	38	35	44	0	38	26	45	41	36	38	0	39	38	0	0	42	0	0	38	0	32	49	0	0	0	50	0	0	32	39	0	24	36	31	0	39	43	0	0	24	0	27	0	48	34	41	0	41	42	40	43	46	0
NC_022821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	44	0	0	0	43	0	0	38	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	39	39	0	0	0	0	51	38	0	0	0	0	44	0	0	0	33	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	44	0	46	0	0	0	0	0	60	0	0	0	0	0	47
NC_002012	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	47	0	0	45	40	0	47	37	0	0	46	19	42	38	48	50	0	24	0	0	46	45	0	41	0	0	36	44	0	0	46	0	0	44	0	43	37	46	38	0	0	36	47	43	44	41	45	43	0	33	46	41	41	44	40	0	45	0	0	0	39	0	0	40	0	48	41	0	0	0	46	0	0	48	37	0	39	45	41	0	40	38	0	0	43	0	44	0	46	48	38	0	41	44	41	27	40	0
NC_017882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	45	40	0	45	48	0	0	38	48	50	39	50	52	0	47	0	0	40	43	0	42	0	0	41	44	0	0	46	0	0	47	0	44	0	50	45	0	0	44	46	44	45	39	47	44	0	50	44	40	0	45	42	0	41	47	0	0	49	0	0	46	0	50	39	0	0	0	48	0	0	48	0	0	45	43	45	0	44	45	0	0	51	0	43	0	43	44	41	0	46	46	48	47	49	0
NC_026210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	49	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	38	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	45	47	0	55	45	0	53	0	0	41	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	42	0	43	0	0	0	0	0	0	0	0	0	47
NC_024862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	29	0	19	37	0	0	42	38	16	35	21	23	0	43	0	0	39	45	0	31	0	0	36	16	0	0	23	0	0	39	40	38	36	47	33	0	0	40	19	28	18	37	24	31	0	22	15	38	38	35	24	0	41	42	0	0	32	0	0	34	0	21	41	0	0	0	44	0	0	21	41	0	23	22	21	0	40	39	0	0	17	0	21	0	44	25	32	0	30	38	38	39	45	0
NC_030254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	35	0	46	0	39	0	0	0	0	0	0	0	37	47	0	0	0	0	0	0	0	0	0	39	0	0	0	0	49	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	47	0	41	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	41
NC_030328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	40	0	0	0	0	0	0	44	0	44	38	0	0	0	0	0	0	0	0	41	49	0	38	49	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	51	0	0	42	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_023521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	20	33	0	0	42	40	14	40	24	25	0	38	0	0	44	39	0	27	0	0	40	19	0	0	24	0	0	40	42	38	35	43	31	0	0	36	11	29	13	35	24	30	0	29	17	33	39	36	22	0	41	39	0	0	23	0	0	33	0	23	46	0	0	0	43	0	0	23	32	0	23	23	22	0	39	38	0	0	20	0	16	0	39	23	30	0	31	40	38	36	35	0
NC_022193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	37	0	0	45	49	35	39	35	36	0	45	0	0	37	47	0	33	0	0	41	39	0	0	36	0	0	43	0	43	37	44	30	0	0	44	35	40	33	45	36	37	0	33	34	38	0	37	40	0	42	43	0	0	41	0	0	41	0	35	0	0	0	0	43	0	0	36	42	0	38	36	32	0	41	42	0	0	36	0	37	0	40	40	39	0	33	34	44	37	40	0
NC_025954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	49	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	50	0	0	51	50	0	40	51	0	53	0	0	41	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	53	0	40	0	0	0	0	0	0	0	0	0	50
NC_026871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	44	46	27	43	34	35	0	43	0	0	40	49	0	47	0	0	37	31	0	0	35	0	0	47	0	48	35	45	37	0	0	40	26	38	28	40	36	36	0	35	32	42	37	44	32	0	41	38	0	0	35	0	0	34	0	34	47	0	0	0	45	0	0	30	36	0	36	32	33	0	43	41	0	0	30	0	34	0	42	37	42	0	40	39	38	40	43	0
NC_030216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	42	31	43	29	31	0	44	0	0	39	44	0	34	0	0	37	38	0	0	34	0	0	44	0	42	47	45	42	0	0	37	33	40	34	46	33	36	0	38	40	44	34	46	39	0	45	44	0	0	38	0	0	39	0	31	43	0	0	0	44	0	0	31	49	0	34	35	34	0	43	37	0	0	37	0	43	0	39	32	41	0	37	39	47	48	46	0
NC_022841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	41	0	0	0	0	0	44	0	41	52	0	0	0	0	0	0	0	0	0	43	0	44	44	0	51	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	42	0	0	0	0	0	0
NC_021963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	43	42	0	0	0	0	0	0	0	0	22	35	0	35	32	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	40	0	0	27	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_003137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	45	47	41	44	0	37	0	0	45	39	0	48	0	0	45	38	0	0	38	0	0	45	0	53	41	45	46	0	0	39	44	42	43	36	39	42	0	44	40	40	49	45	41	0	43	41	0	0	42	0	0	40	0	41	42	0	0	0	32	0	0	41	51	0	47	44	41	0	40	34	0	0	42	0	40	0	43	41	38	0	43	47	45	38	53	0
NC_028537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	45	46	43	0	33	0	0	47	46	0	44	0	0	36	37	0	0	47	0	0	44	0	42	41	46	34	0	0	45	46	48	37	44	44	36	0	41	39	41	50	44	41	0	45	45	0	0	41	0	0	38	0	46	42	0	0	0	37	0	0	45	39	0	44	49	44	0	42	41	0	0	43	0	49	0	43	45	45	0	43	52	43	37	39	0
NC_023948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	31	34	0	41	0	40	46	52	0	38	0	0	37	19	0	0	31	0	0	46	39	43	33	44	31	0	0	40	15	31	15	39	31	32	0	27	26	45	36	40	24	0	44	39	0	0	27	0	0	36	0	31	49	0	0	0	44	0	0	30	37	0	27	32	25	0	42	39	0	0	22	0	24	0	46	29	38	0	38	37	39	33	43	0
NC_023266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	41	0	33	0	0	43	40	0	35	0	0	36	39	0	0	41	0	0	33	0	30	37	33	42	0	0	37	38	35	39	39	41	40	0	35	35	36	0	40	41	0	42	44	0	0	34	0	0	35	0	40	33	0	0	0	34	0	0	37	44	0	37	36	43	0	33	35	0	0	41	0	40	0	45	36	37	0	38	0	37	38	36	0
NC_028337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	40	0	0	40	42	0	35	0	0	43	28	0	0	18	0	0	51	0	43	39	43	34	0	0	41	28	35	30	44	18	35	0	30	24	42	36	47	29	0	42	41	0	0	31	0	0	36	0	1	38	0	0	0	39	0	0	4	49	0	27	16	23	0	42	36	0	0	27	0	30	0	41	23	35	0	33	39	44	32	44	0
NC_028344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	107	85	0	77	0	0	103	54	0	0	33	0	0	104	0	92	90	89	60	0	0	105	49	66	51	103	35	66	0	50	43	96	0	117	51	0	86	123	0	0	53	0	0	73	0	6	109	0	0	0	91	0	0	8	107	0	48	30	49	0	0	99	0	0	52	0	52	0	126	40	67	0	61	0	97	85	100	0
NC_007173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	37	42	0	34	29	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	44	0	0	33	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_024059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	46	0	42	0	0	38	42	0	0	46	0	0	41	0	36	39	39	41	0	38	44	41	42	38	38	45	43	0	39	45	43	45	45	40	0	48	46	0	0	47	0	0	45	0	43	38	0	0	0	40	0	0	42	0	0	41	43	44	0	43	42	0	0	44	0	47	0	44	44	37	0	37	43	39	34	47	0
NC_024599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	47	44	0	49	44	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	52	0	0	48	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	37	0	0	0	0	0	0
NC_024937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	44	0	0	51	0	51	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	40	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	50	0	0	0	0	0	0
NC_024276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	40	0	0	40	43	0	0	36	0	0	41	0	39	0	36	33	0	0	0	36	40	40	37	36	36	0	37	38	44	41	44	38	0	34	0	0	0	39	0	0	33	0	37	43	0	0	0	44	0	0	41	0	0	42	36	40	0	47	43	0	0	39	0	44	0	44	41	38	0	38	34	0	39	37	0
NC_022148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	41	46	0	0	47	0	0	46	0	45	41	47	45	0	0	43	46	42	42	41	46	42	0	39	40	43	0	42	37	0	39	46	0	0	44	0	0	43	0	45	42	0	0	0	44	0	0	42	39	0	44	42	46	0	42	39	0	0	43	0	45	0	42	46	38	0	40	44	49	42	45	0
NC_030271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	49	42	0	46	47	0	48	0	0	52	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	45	0	42	0	0	0	0	0	0	0	0	0	42
NC_026774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	32	0	0	35	0	0	43	0	40	44	39	33	0	0	45	29	37	29	38	36	39	0	33	37	42	33	40	25	0	37	43	0	0	30	0	0	36	0	32	46	0	0	0	44	0	0	34	39	0	33	36	30	0	0	36	0	0	32	0	32	0	39	40	39	0	32	37	43	41	42	0
NC_024570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	43	52	0	45	42	0	47	0	0	39	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	48	0	47	0	0	0	0	0	0	0	0	0	55
NC_014284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_030189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	40	0	0	42	0	47	0	41	45	0	0	27	46	43	41	38	39	41	0	41	46	45	0	44	44	0	40	47	0	0	42	0	0	33	0	43	36	0	0	0	41	0	0	42	0	0	44	43	40	0	37	37	0	0	40	0	40	0	39	41	39	0	47	44	46	39	42	0
NC_024284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	51	0	46	44	46	34	0	0	41	17	34	18	42	29	35	0	29	25	49	50	45	24	0	42	41	0	0	41	0	0	42	0	31	40	0	0	0	39	0	0	31	39	0	28	32	19	0	41	38	0	0	21	0	24	0	42	32	41	0	33	53	38	38	42	0
NC_023505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	29	35	0	39	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	38	0	0	22	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_025942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	53	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	43	0	0	42	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	42	0	0	0	0	0	0
NC_028339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	43	41	42	31	0	0	38	20	31	19	39	1	30	0	23	18	37	37	37	25	0	44	35	0	0	29	0	0	37	0	13	42	0	0	0	42	0	0	12	39	0	25	17	24	0	44	0	0	0	16	0	21	0	42	13	33	0	30	41	38	45	41	0
NC_000893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	28	0	0	31	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_029324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	47	0	0	30	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NC_021443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	34	33	45	0	0	45	40	40	44	39	42	41	0	40	43	31	43	32	41	0	45	44	0	0	42	0	0	50	0	39	35	0	0	0	45	0	0	39	41	0	44	40	43	0	47	43	0	0	47	0	43	0	50	40	41	0	39	43	39	42	36	0
NC_026307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	50	0	0	0	0	41	0	0	0	0	0	0	0	0	0	50	0	0	44	0	0	47	0	0	0	0	0	0	48	0	0	0	54	0	0	55	0	0	0	54	0	0	0	47	0	46	38	0	0	0	0	55	0	0	0	0	0	42
NC_022822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	37	39	0	0	40	41	36	41	40	41	43	0	39	36	38	38	43	45	0	35	48	0	0	39	0	0	48	0	43	37	0	0	0	41	0	0	40	47	0	40	40	41	0	38	40	0	0	39	0	36	0	51	45	45	0	40	38	48	45	40	0
NC_022691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	38	0	0	0	35	41	35	34	37	40	0	36	38	38	0	37	35	0	41	0	0	0	41	0	0	38	0	39	0	0	0	0	42	0	0	38	24	0	38	38	35	0	0	0	0	0	40	0	34	0	0	41	34	0	43	0	33	40	39	0
NC_026216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	44	48	43	43	40	47	41	0	42	42	30	44	42	39	0	47	38	0	0	40	0	0	48	0	44	46	0	0	0	44	0	0	43	47	0	46	45	50	0	45	37	0	0	43	0	45	0	43	50	39	0	42	46	45	45	49	0
NC_025778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	37	40	39	41	36	40	0	34	39	40	32	40	39	0	37	41	0	0	42	0	0	43	0	31	40	0	0	0	42	0	0	28	39	0	38	30	36	0	0	30	0	0	32	0	32	0	39	36	41	0	42	36	42	42	48	0
